Title,DetailType,PlayTime,StartHour,EndHour,DayNightType,PlayTimeSummary,condition1,condition2
화담숲 봄 수선화 축제,꽃 축제,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심",봄,낮
화도진 축제,역사 재현,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
"화북, 포구문화제",지역 고유 전통,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을,포구",낮
화성 뱃놀이 축제,서핑/요트,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",여름,"낮,밤"
화성특례시 청소년축제,시민 참여,13:00~18:00,13,18,낮 중심,"운영시간 13:00~18:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심","봄, 가을",낮
화순 고인돌 가을꽃 축제,꽃 축제,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","가을, 꽃밭",낮
화순도심 속 남산공원 축제,불꽃/빛 축제,15:00~ 21:00,15,21,낮·밤 혼합,"운영시간 15:00~21:00 (총 6시간, 낮 3h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
화순운주문화축제,사찰 문화,10:00~19:00,10,19,낮 중심,"운영시간 10:00~19:00 (총 9시간, 낮 8h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
화전민 봄봄축제,농촌 체험,10:00~15:00,10,15,낮 중심,"운영시간 10:00~15:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심","봄, 농촌",낮
황매산철쭉제,꽃 축제,09:00~17:00,9,17,낮 중심,"운영시간 9:00~17:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄, 산",낮
횡성더덕축제,농산물 축제,10:00:~21:00,0,21,낮·밤 혼합,"운영시간 0:00~21:00 (총 21시간, 낮 12h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
횡성썸머나잇페스타,음악 축제,14:00~21:00,14,21,낮·밤 혼합,"운영시간 14:00~21:00 (총 7시간, 낮 4h, 밤 3h) → 낮과 밤 모두 운영",여름,"낮,밤"
횡성호수길축제,걷기/달리기,09:00~20:00,9,20,낮 중심,"운영시간 9:00~20:00 (총 11시간, 낮 9h, 밤 2h) → 낮과 밤 모두 운영","호수, 봄, 가을","낮,밤"
휠러스페스티벌,자전거/마라톤,- 7일 10:00~18:00- 8일 10:00~15:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
휴애리 동백축제,꽃 축제,09:00~19:00(입장마감 17:30분),9,19,낮 중심,"운영시간 9:00~19:00 (총 10시간, 낮 9h, 밤 1h) → 낮 중심",겨울,"낮,밤"
휴애리 봄 수국축제,꽃 축제,09:00~17:30,9,17,낮 중심,"운영시간 9:00~17:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",봄,낮
휴애리 여름 수국축제,꽃 축제,09:00~19:00(17:30분 입장마감),9,19,낮 중심,"운영시간 9:00~19:00 (총 10시간, 낮 9h, 밤 1h) → 낮 중심","여름, 꽃밭","낮,밤"
휴애리 유채꽃 축제,꽃 축제,09:00~16:30 (입장마감) 18:00 폐장,9,16,낮 중심,"운영시간 9:00~16:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄, 꽃밭",낮
흥페스티벌 정선,음악 축제,11:00~!8:00,,,정보 없음,정보 부족,"봄,가을","낮,밤"
119메모리얼데이,역사 인물 기념,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
1883 상상플랫폼 야시장,야시장/플리마켓,17:00~22:00,17,22,밤 중심,"운영시간 17:00~22:00 (총 5시간, 낮 1h, 밤 4h) → 밤 중심","봄,가을","낮,밤"
1901 라이브로드 페스타,음악 축제,15:00~21:00,15,21,낮·밤 혼합,"운영시간 15:00~21:00 (총 6시간, 낮 3h, 밤 3h) → 낮과 밤 모두 운영",여름,"낮,밤"
19금 신비파티 in 서초,지역 상권,18:00~21:00,18,21,밤 중심,"운영시간 18:00~21:00 (총 3시간, 낮 0h, 밤 3h) → 밤 중심","가을, 도심",밤
2023 부산 정원박람회,디자인/공예,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
2023 전남국제수묵비엔날레,미술/조각,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",가을,낮
2023 제20회 대한민국향토식문화대전(&남북음식문화축제),음식/요리 축제,09:00-17:00,9,17,낮 중심,"운영시간 9:00~17:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",가을,낮
2023영호남전통시장박람회,지역 상권,11:00~18:00,11,18,낮 중심,"운영시간 11:00~18:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
2024 G-KPOP 콘서트,음악 축제,19:00 ~ 21:30,19,21,밤 중심,"운영시간 19:00~21:00 (총 2시간, 낮 0h, 밤 3h) → 밤 중심",여름,밤
2024 JOCHIWON FILM ROMANCE,영화/영상 축제,nan,,,정보 없음,정보 부족,가을,"낮,밤"
2024 K-뮤지컬국제마켓,연극/뮤지컬,10:00~ 18:30,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄, 가을",낮
2024 K-뮤직 시즌 ‘굿밤 콘서트 in 부산’,음악 축제,19:00,,,정보 없음,정보 부족,"봄,여름,가을",밤
2024 강남디자인위크,디자인/공예,11:00-19:00,11,19,낮 중심,"운영시간 11:00~19:00 (총 8시간, 낮 7h, 밤 1h) → 낮 중심","봄,가을",낮
2024 강릉 K-SUP CUP,서핑/요트,10:00 ~ 22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","여름, 바다","낮,밤"
2024 강천산 산들바람 맨발트래킹,등산/트레킹,12:00~17:00,12,17,낮 중심,"운영시간 12:00~17:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심",여름,낮
2024 과학영재교육 페스티벌,과학 체험,09:00 ~ 18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","봄,가을",낮
2024 국제선명상대회(SEON MEDITATION SUMMIT),영성/명상,"10:00~19:00(상설 운영, 문의 가능 시간)",10,19,낮 중심,"운영시간 10:00~19:00 (총 9시간, 낮 8h, 밤 1h) → 낮 중심","봄, 가을","낮,밤"
2024 글로벌 인플루언서 엑스포,커뮤니티 행사,10:00~22:00 (3일간 동일),10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
2024 김유정문학촌 주말 상설 공연,복합 문화 예술,14:00~15:00,14,15,낮 중심,"운영시간 14:00~15:00 (총 1시간, 낮 1h, 밤 0h) → 낮 중심","봄,가을 / 문학촌",낮
2024 내나라 여행박람회,커뮤니티 행사,10:00 ~ 18:00 (*31일은 17시까지),10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
2024 대한민국 자전거 대축제 in 공주,자전거/마라톤,10:00~19:00,10,19,낮 중심,"운영시간 10:00~19:00 (총 9시간, 낮 8h, 밤 1h) → 낮 중심","봄, 가을","낮, 밤"
2024 대한민국 한옥문화 비엔날레 IN 영암,복합 문화 예술,10:00~20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
2024 대한민국 해양 모빌리티?안전 엑스포,기술 교육,10:00~18:00 (12일은 16:00시까지 진행),10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을, 해양",낮
2024 대한민국무용대상 & 대한민국무용인의 밤,무용/퍼포먼스,nan,,,정보 없음,정보 부족,가을,밤
2024 도산서원 야간개장 밤의 서정(抒情),문화재 야행,매주 주말 및 공휴일 18:00~22:00,18,22,밤 중심,"운영시간 18:00~22:00 (총 4시간, 낮 0h, 밤 4h) → 밤 중심",가을,밤
2024 독립기념관 야간개장 '별 헤는 밤' 시즌 1,문화재 야행,09:00 ~ 21:00,9,21,낮 중심,"운영시간 9:00~21:00 (총 12시간, 낮 9h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
2024 들안아트몰,야시장/플리마켓,14:00~20:00,14,20,낮 중심,"운영시간 14:00~20:00 (총 6시간, 낮 4h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
2024 메이커 페어 서울 (Maker Faire Seoul 2024),발명/창의,11:00-18:00,11,18,낮 중심,"운영시간 11:00~18:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",가을,낮
2024 배다리 책피움 한마당,문학/책 축제,11:00~18:00,11,18,낮 중심,"운영시간 11:00~18:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄, 가을",낮
2024 부활절 퍼레이드,부활절 행사,15:00-21:00 퍼레이드 15:00 ~ 17:30 음악회 18:30 ~ 20:30 상설부스 10:00 ~ 21:00,15,21,낮·밤 혼합,"운영시간 15:00~21:00 (총 6시간, 낮 3h, 밤 3h) → 낮과 밤 모두 운영",봄,"낮,밤"
2024 서울국제음악제 ‘중부유럽여행’,음악 축제,일자별 상이,,,정보 없음,정보 부족,"봄, 가을","낮,밤"
2024 서울뷰티트래블위크,지역 상권,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
2024 서울야외도서관 : 광화문 책마당,문학/책 축제,[야외마당] 금~일 - 주간운영 : 11:00~18:00 - 야간운영 : 17:00~22:00※ 야간운영시간의 경우 기상상황에 따라 유동적으로 운영 [실내마당] - 광화문 라운지 : 월~일 10:00~20:00 * 자세한 운영정보는 서울야외도서관 홈페이지 참고,11,18,낮 중심,"운영시간 11:00~18:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
2024 서울야외도서관 : 책읽는 서울광장,문학/책 축제,목~일 - 주간운영 : 11:00~18:00 - 야간운영 : 17:00~22:00 (하절기) * 자세한 운영정보는 서울야외도서관 홈페이지 참고,11,18,낮 중심,"운영시간 11:00~18:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
"2024 선재도 오늘만, 뻘림픽",바다/강 축제,14:00 ~ 16:00,14,16,낮 중심,"운영시간 14:00~16:00 (총 2시간, 낮 2h, 밤 0h) → 낮 중심",여름,낮
2024 세종컬처로드,거리 예술,별도 공지,,,정보 없음,정보 부족,"봄,가을","낮,밤"
2024 수성국제비엔날레,디자인/공예,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
2024 순창 미리 크리스마스,성탄 마켓,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",겨울,낮
2024 순창썸머나잇,음악 축제,16:00~,,,정보 없음,정보 부족,여름,밤
2024 스카마켓 in 부산(2024 스카마켓 인 부산) SCA Market 2024 in Busan,커피/차 축제,nan,,,정보 없음,정보 부족,"봄,가을","낮,밤"
2024 신사리 상권 릴레이 이벤트,지역 상권,18:00 ~ 20:00 (토 16:00 ~ 20:00),18,20,밤 중심,"운영시간 18:00~20:00 (총 2시간, 낮 0h, 밤 2h) → 밤 중심","도심, 상권, 봄, 가을",밤
2024 아시아송 페스티벌 X 문화잇지오,음악 축제,nan,,,정보 없음,정보 부족,"가을, 야외","낮,밤"
2024 아시아컬처마켓: 도시 속 문화장터,야시장/플리마켓,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
2024 안산시민 환경한마당,환경 보호,2024. 6. 1.(토) 11:00~14:00,11,14,낮 중심,"운영시간 11:00~14:00 (총 3시간, 낮 3h, 밤 0h) → 낮 중심","봄, 가을",낮
2024 안성 남사당 상설공연 '곰뱅이텄다',전통 공예/예술,"매주 토, 일 14:00 ~",,,정보 없음,정보 부족,"봄,가을","낮,밤"
2024 오백장군갤러리 기획전 《돌·바람 그리고 돌챙이》,지역 고유 전통,"화~일, 09:00 ~ 18:00",9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","봄,가을",낮
2024 울산문화박람회,커뮤니티 행사,11. 21.(목): 13:00~18:00 11. 22.(금)~24.(일): 10:00~18:00,13,18,낮 중심,"운영시간 13:00~18:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심","봄,가을",낮
2024 울산에이팜(Ulsan APaMM),음악 축제,10:00 ~ 18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
2024 웅진성 수문병 근무 교대식,역사 재현,11:00 ~ 17:00 매시 정각,11,17,낮 중심,"운영시간 11:00~17:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심","봄, 가을",낮
2024 이럴때 이런음악 해설이 있는 청소년음악회,음악 축제,19:30,,,정보 없음,정보 부족,"봄,가을","낮,밤"
2024 인사동 엔틱&아트페어,디자인/공예,"목,금,토 11:00~19:00 일 11:00~17:00",11,19,낮 중심,"운영시간 11:00~19:00 (총 8시간, 낮 7h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
2024 인천낚시박람회,낚시/해양,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
2024 전남 캠핑관광 박람회,캠핑/백패킹,nan,,,정보 없음,정보 부족,"자연, 아웃도어, 봄, 가을","낮,밤"
2024 전주 조선팝 상설공연,음악 축제,19:00~21:00,19,21,밤 중심,"운영시간 19:00~21:00 (총 2시간, 낮 0h, 밤 3h) → 밤 중심","봄, 여름, 가을",밤
2024 제 2회 문경 트롯가요제,음악 축제,19:00,,,정보 없음,정보 부족,"가을, 야외","낮,밤"
2024 제12회 경기정원문화박람회,꽃 축제,개막식 10.3.(목) 18:00,,,정보 없음,정보 부족,봄,"낮,밤"
2024 제51회 부산 어린이날 큰잔치,시민 참여,10:00 ~ 15:00,10,15,낮 중심,"운영시간 10:00~15:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심",봄,낮
2024 제8회 동두천 Happy Day 힐링콘서트,음악 축제,14:00~17:30,14,17,낮 중심,"운영시간 14:00~17:00 (총 3시간, 낮 3h, 밤 0h) → 낮 중심","봄,가을",낮
2024 제주비엔날레,복합 문화 예술,09:00 ~ 18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심",가을,낮
2024 진주 세계민속예술 비엔날레,전통 공예/예술,*민속예술 공연 17일~19일 : 19:00~21:00 20일 : 17:00~19:00 *지구촌 플리마켓&공예품 판매 및 체험 : 17:00~21:00 *세계무형유산전 : 13:00~21:00,19,21,밤 중심,"운영시간 19:00~21:00 (총 2시간, 낮 0h, 밤 3h) → 밤 중심",가을,밤
2024 창작 실경뮤지컬 화적연,연극/뮤지컬,사전축하공연 19:00 본공연 19:30,,,정보 없음,정보 부족,"봄,가을","낮,밤"
2024 청와대 뮤직 페스티벌,음악 축제,19:30 ~20:30 (입장시간 19:00 예정),19,20,밤 중심,"운영시간 19:00~20:00 (총 1시간, 낮 0h, 밤 2h) → 밤 중심",여름,밤
"2024 포항융합예술주간 〈제6의 섬 The Sixisles〉 -풀린 역사, 암호화된 미래 Decoding the Past, an Encrypted Future-",미디어 아트,"동빈문화창고1969 화-일 10:00-18:00(휴관일 매주 월요일) - 송도 포탈 (Song도포tal) 시민 공간 운영 10월 25일 (금) - 11월 10일 (일) 매일 14:00-21:00 - 공연 프로그램 〈뉴웨이브 포항 2024〉 10월 25-27일, 1-3일 (금-일) 일정표 참조 - 시민 체험 프로그램 〈포항 i〉 10월 25일 (금) - 10월 27일 (일) 매일 4회 11:00-12:00/14:00~15:00/16:00~17:00/18:00~19:00 - 환동해 융합예술 중심도시 비전 선포식  11월 8일 (금) 18:10-18:30 - 그랜드 로보틱 퍼포먼스  11월 8일 (금) - 11월 9일 (토) 18:30-19:00 - 시민 체험 프로그램 〈이아피 Iahfy〉  11월 8-9일 (금, 토) 19:00-20:30 11월 10일 (일) 16:00-17:00, 18:00-19:00 -송도워터폴리 퍼포먼스 11월 9일 저녁 20:00-20:30 11월 10일 저녁 20:00-20:30 -송도워터폴리관객 참여 11월 9일 (토) - 11월 10일 (일) 10:00-18:00",10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","도시, 해안, 가을",낮
2024 한강 라이징 스타,시민 참여,19시,,,정보 없음,정보 부족,"봄,가을","낮,밤"
2024『부안무빙』변산 비치 시네마,영화/영상 축제,nan,,,정보 없음,정보 부족,"여름, 해변",밤
2024강릉버스킹전국대회_왕의탄생,거리 예술,18:00~21:00,18,21,밤 중심,"운영시간 18:00~21:00 (총 3시간, 낮 0h, 밤 3h) → 밤 중심",여름,밤
2024년 안산 자전거 대축전,자전거/마라톤,09:00~14:00,9,14,낮 중심,"운영시간 9:00~14:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심","봄,가을",낮
2024년 청년문화포럼 3회차,커뮤니티 행사,15:00 ~ 17:00,15,17,낮 중심,"운영시간 15:00~17:00 (총 2시간, 낮 2h, 밤 0h) → 낮 중심","가을, 실내",낮
2024대구마라톤대회,자전거/마라톤,08:00~,,,정보 없음,정보 부족,봄,낮
2024오죽헌야간상설공연 오죽헌풍류야,전통 공예/예술,19:30~21:00 (9월 공연 19:00~20:30),19,21,밤 중심,"운영시간 19:00~21:00 (총 2시간, 낮 0h, 밤 3h) → 밤 중심","봄,여름,가을",밤
2024젊은안무자창작공연,무용/퍼포먼스,19:30,,,정보 없음,정보 부족,"봄,가을",밤
2024춘천연극제,연극/뮤지컬,nan,,,정보 없음,정보 부족,여름,"낮,밤"
2025 APP WORLD TOUR SEOUL SUP OPEN,서핑/요트,08:00~18:00,8,18,낮 중심,"운영시간 8:00~18:00 (총 10시간, 낮 10h, 밤 0h) → 낮 중심",여름,낮
2025 K-다트 페스티벌,e스포츠 대회,10:00~20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
2025 K-웨이브 댄스 페스티벌,무용/퍼포먼스,16:00~21:00,16,21,밤 중심,"운영시간 16:00~21:00 (총 5시간, 낮 2h, 밤 3h) → 낮과 밤 모두 운영",여름,"낮,밤"
2025 LOTTE WORLD TOWER SKY RUN with SPYDER,걷기/달리기,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","봄,가을",낮
2025 강남 디자인 위크 G-KFOOD,음식/요리 축제,11:00~19:30,11,19,낮 중심,"운영시간 11:00~19:00 (총 8시간, 낮 7h, 밤 1h) → 낮 중심","가을, 도심","낮, 밤"
2025 경기인형극제,연극/뮤지컬,10:30~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
2025 경기전 왕과의 산책,문화재 야행,20:00~21:30,20,21,밤 중심,"운영시간 20:00~21:00 (총 1시간, 낮 0h, 밤 3h) → 밤 중심","봄,가을",밤
2025 경기콘텐츠페스티벌,과학 체험,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
2025 경주국악여행 '국악한판',전통 공예/예술,- 4월~5월 18:00- 6월~10월 19:00,,,정보 없음,정보 부족,"봄,가을","낮,밤"
2025 고흥 녹동항 드론쇼,불꽃/빛 축제,매주 토요일 21:00 (녹동항 바다정원)매월 마지막주 금요일 21:00 (군청 앞 고흥군민광장),,,정보 없음,정보 부족,"봄,가을",밤
2025 공예주간,수공예,각 운영처 별 상이,,,정보 없음,정보 부족,"봄,가을","낮,밤"
2025 교촌버스킹,거리 예술,19:30~20:50,19,20,밤 중심,"운영시간 19:00~20:00 (총 1시간, 낮 0h, 밤 2h) → 밤 중심","봄,가을",밤
2025 국립세종수목원 야간개장 '우리함께夜',불꽃/빛 축제,매주 토요일 18:00~21:30 (입장 마감 21:00),18,21,밤 중심,"운영시간 18:00~21:00 (총 3시간, 낮 0h, 밤 3h) → 밤 중심",여름,밤
2025 국민고향 남해 마시고 RUN,걷기/달리기,nan,,,정보 없음,정보 부족,"봄,가을,해변,자연경관","낮,밤"
2025 국제 팝페라&재즈 축제,음악 축제,19:00,,,정보 없음,정보 부족,"봄,가을","낮,밤"
2025 꼼순락(꼬마들의 순창 오락실),시민 참여,16:30~21:30,16,21,밤 중심,"운영시간 16:00~21:00 (총 5시간, 낮 2h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
2025 나도 버스커 페스티벌,거리 예술,15:00~20:00,15,20,낮 중심,"운영시간 15:00~20:00 (총 5시간, 낮 3h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
2025 나이트레이스 인 부산,걷기/달리기,16:00~ 24:00,16,24,밤 중심,"운영시간 16:00~0:00 (총 8시간, 낮 2h, 밤 6h) → 낮과 밤 모두 운영","여름, 도심, 해안","낮,밤,심야"
2025 단양레이크파크 수상페스티벌,낚시/해양,10:00~18:00 / 개막식 19:00~21:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","여름, 호수",낮
"2025 달성 대구현대미술제<난장난장난장(Clash, Crash, Create)>",미술/조각,11:00~22:00,11,22,낮 중심,"운영시간 11:00~22:00 (총 11시간, 낮 7h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
2025 당진 삽교호 드론 라이트 쇼,불꽃/빛 축제,20:00~21:00,20,21,밤 중심,"운영시간 20:00~21:00 (총 1시간, 낮 0h, 밤 3h) → 밤 중심","호수, 밤하늘",밤
2025 대전 중구 북페스티벌,문학/책 축제,12:00~20:00,12,20,낮 중심,"운영시간 12:00~20:00 (총 8시간, 낮 6h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
2025 대한민국 라면박람회,음식/요리 축제,10:00-18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
2025 대한민국 미술축제,미술/조각,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","봄,가을",낮
2025 대한민국 산림박람회,산/숲 축제,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",여름,"낮,밤"
2025 대한민국 임시정부기념관 토크콘서트,역사 인물 기념,14:00~16:00,14,16,낮 중심,"운영시간 14:00~16:00 (총 2시간, 낮 2h, 밤 0h) → 낮 중심",가을,낮
2025 대한민국 정원산업박람회,꽃 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",봄,"낮,밤"
2025 대한민국불교문화엑스포,사찰 문화,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
2025 도시농업박람회,농촌 체험,09:00~20:00,9,20,낮 중심,"운영시간 9:00~20:00 (총 11시간, 낮 9h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
2025 동서화합 영·호남 문화예술관광박람회,지역 상권,11:00~18:00,11,18,낮 중심,"운영시간 11:00~18:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
2025 동작 미래과학페스티벌 X 제3회 동작 청소년의 날 축제,과학 체험,14:00~19:00,14,19,낮 중심,"운영시간 14:00~19:00 (총 5시간, 낮 4h, 밤 1h) → 낮 중심",봄,"낮,밤"
2025 동행축제와 함께하는 대한민국 상생 영수증 콘서트,음악 축제,18:00~19:40,18,19,밤 중심,"운영시간 18:00~19:00 (총 1시간, 낮 0h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
2025 두근두근 별길마켓,야시장/플리마켓,14:00~20:00,14,20,낮 중심,"운영시간 14:00~20:00 (총 6시간, 낮 4h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
2025 목포해상W쇼,불꽃/빛 축제,20:00~21:00,20,21,밤 중심,"운영시간 20:00~21:00 (총 1시간, 낮 0h, 밤 3h) → 밤 중심","바다, 봄, 여름, 가을",밤
2025 문화가 있는날 구석구석 문화배달,복합 문화 예술,상시,,,정보 없음,정보 부족,"봄,여름,가을,겨울","낮,밤"
2025 문화가 흐르는 서울광장,복합 문화 예술,12:00~13:0018:00~19:00,12,13,낮 중심,"운영시간 12:00~13:00 (총 1시간, 낮 1h, 밤 0h) → 낮 중심","봄,가을",낮
2025 문화공간 어디쉐어 <공주 하숙동 1번지> 시즌2,전통 문화 체험,13:00~20:30,13,20,낮 중심,"운영시간 13:00~20:00 (총 7시간, 낮 5h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
2025 별바다부산 나이트마켓,야시장/플리마켓,16:00~21:00,16,21,밤 중심,"운영시간 16:00~21:00 (총 5시간, 낮 2h, 밤 3h) → 낮과 밤 모두 운영","여름, 바닷가, 맑은 밤하늘","낮,밤"
2025 보드게임콘,보드게임/VR,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","가을, 실내",낮
2025 보드게임페스타(세텍),보드게임/VR,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
2025 부산국제불교박람회,사찰 문화,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
2025 부산국제의료관광컨벤션,기타 도시 축제,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을,도시",낮
2025 부산나이트워크42K With 디섹·토레타!,걷기/달리기,16:00~08:00,16,32,밤 중심,"운영시간 16:00~8:00 (총 16시간, 낮 2h, 밤 14h) → 낮과 밤 모두 운영",가을,"낮,밤,심야"
2025 부산바다도서관,문학/책 축제,14:00~20:00,14,20,낮 중심,"운영시간 14:00~20:00 (총 6시간, 낮 4h, 밤 2h) → 낮과 밤 모두 운영","여름,바닷가","낮,밤"
2025 부산세일페스타 부대앞으로,지역 상권,17:00~22:00,17,22,밤 중심,"운영시간 17:00~22:00 (총 5시간, 낮 1h, 밤 4h) → 밤 중심","봄,가을","낮,밤"
2025 부산여행영화제,영화/영상 축제,12:00~ 22:00,12,22,낮 중심,"운영시간 12:00~22:00 (총 10시간, 낮 6h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
2025 빵빵데이 천안,음식/요리 축제,11:00~20:30,11,20,낮 중심,"운영시간 11:00~20:00 (총 9시간, 낮 7h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
