FestivalName,ConditionName,ConditionDesc,camera_angle
파주출판도시 어린이책잔치,깊은 사색의 서재 정원,"은은하고 차분한 주황빛 조명이 공간을 감싸며, 조명과 그림자의 대비가 명확하게 드러나 고요하고 지적인 분위기를 연출합니다. 현대적이면서도 미니멀한 서가 디자인과, 성인들이 조용히 독서에 몰두하거나 사색에 잠긴 모습이 부각됩니다. 밤하늘의 별빛이 더욱 또렷하게 빛나며, 영감을 주는 평화롭고 고즈넉한 야경.",indoor
파주출판도시 어린이책잔치,활기찬 지식의 밤마실,"기존의 주황빛 조명에 더해, 다양한 부스에서 흘러나오는 다채로운 전구 불빛이 어우러져 활기찬 분위기를 만듭니다. 여러 연령대의 사람들이 자유롭게 오가며 책을 고르고, 작은 공연이나 워크숍에 참여하며 교류하는 모습이 강조됩니다. 북마켓의 풍성함과 사람들의 생동감 넘치는 움직임이 어우러진, 따뜻하면서도 역동적인 야경.",ground-level
파주페어 북앤컬처,고요한 지식의 밤,"도심 속 야외 도서관의 차분하고 사색적인 분위기를 강조합니다. 은은하고 부드러운 주황빛 조명이 책과 독서에 집중하는 사람들을 감싸며, 조용한 독서와 사유의 공간을 표현합니다. 밤하늘의 별빛과 어우러져 더욱 고요하고 평화로운 지적인 밤을 연출합니다.",ground-level
파주페어 북앤컬처,북적이는 문화의 밤,"활기찬 북마켓 분위기를 부각시킵니다. 다양한 사람들이 책을 구경하고, 이야기를 나누며, 가벼운 대화와 교류가 오가는 장면을 연출합니다. 다채로운 전구 불빛과 스트링 라이트가 공간을 더욱 환하게 비추며, 책이 주는 영감과 소통의 즐거움을 표현하는 역동적인 야경을 담습니다.",ground-level
파주페어 북앤컬처,환상적인 지식의 숲,"책들이 나무처럼 솟아나거나, 빛이 책 페이지에서 흘러나오는 듯한 초현실적인 요소를 가미하여 지식과 상상력의 경계를 허무는 분위기를 연출합니다. 따뜻한 주황빛 조명은 신비로운 보라색이나 푸른색의 밤하늘과 대비되어 더욱 몽환적이고 영감을 주는 장면을 만들어냅니다.",indoor
팔봉산 감자축제,풍요로운 수확의 빛,"밤하늘 아래 따뜻한 노란색 전구 조명과 은은한 등불이 풍성한 제철 농산물 코너를 집중적으로 비추는 장면. 싱싱한 감자를 비롯한 농산물들의 다채로운 색감과 질감이 더욱 도드라지게 표현되며, 사람들이 농산물을 직접 보고 만지며 교류하는 모습에 초점을 맞춰 풍요로움과 활기를 부각합니다.",ground-level
팔봉산 감자축제,정겨운 밤하늘 아래,"축제장의 전체적인 야경을 조감하거나 넓은 시야로 포착하는 장면. 팔봉산의 실루엣이 보이는 밤하늘과 별, 그리고 주변 자연 경관이 배경으로 어우러져, 따뜻한 조명 아래 사람들이 여유롭게 거닐거나 모여앉아 정겨운 대화를 나누는 아늑하고 서정적인 분위기를 연출합니다.",aerial
팔봉산 감자축제,활기찬 수확의 장터,"축제장 내 상점과 부스들이 밀집한 장터를 중심으로 활기찬 분위기를 강조하는 장면. 따뜻한 전구 조명과 등불 아래 농산물을 판매하고 시식하며 흥정하는 사람들의 역동적인 움직임과 행복한 표정을 담아, 북적이는 시장의 생동감 넘치는 에너지를 표현합니다.",ground-level
퍼스트가든 국화축제,몽환적인 빛의 정원,"은은하고 따뜻한 색감의 조명이 주를 이루며, 꽃길을 따라 부드럽게 빛나는 빛줄기가 전체적으로 몽환적이고 평화로운 분위기를 연출합니다. 안개가 살짝 깔린 듯한 효과로 사람들의 실루엣이 더욱 신비롭게 표현되고, 꽃잎은 파스텔 톤의 은은한 색감으로 강조됩니다.",ground-level
퍼스트가든 국화축제,생동하는 컬러의 향연,"다채로운 LED 불빛이 강렬하게 빛나며 꽃잎의 색감을 더욱 선명하고 화려하게 부각시킵니다. 보라색, 파란색, 빨간색 등 대비되는 색상의 조명이 역동적으로 교차하며 축제의 활기찬 에너지와 생동감을 극대화합니다. 꽃의 디테일과 빛의 강렬함이 주요 특징입니다.",ground-level
퍼스트가든 국화축제,별빛 아래 로맨틱 산책,"밤하늘의 별빛이 은은하게 쏟아지는 배경 아래, 따뜻하고 부드러운 전구색 조명이 길을 밝히며 연인이나 가족 단위의 사람들이 손을 잡고 거니는 모습이 강조됩니다. 조명의 그림자와 꽃향기가 어우러져 더욱 로맨틱하고 서정적인 분위기를 연출하며, 사람들의 행복한 순간에 초점을 맞춥니다.",ground-level
페스티벌 시월,미디어 파사드 심포니,"현대 건축물이 거대한 스크린이 되어, 다채로운 패턴과 색상이 역동적으로 변주되는 미디어 파사드의 향연을 극대화합니다. 도심 전체가 살아있는 예술 작품이 된 듯, 환상적인 빛의 물결이 사람들의 움직임과 어우러져 활기 넘치는 축제의 밤을 연출합니다.",aerial
페스티벌 시월,공공미술의 정원,"미디어 파사드는 은은한 배경 조명으로 전환되고, 공공미술 작품 하나하나에 집중된 정교한 스포트라이트와 앰비언트 조명이 더해집니다. 예술 작품의 질감과 형태가 더욱 부각되며, 사람들이 작품 앞에서 사색하거나 깊이 교감하는, 고요하면서도 영감을 주는 분위기를 자아냅니다.",ground-level
페스티벌 시월,빛과 소통의 장,"축제 참여자들의 움직임과 소리에 반응하는 인터랙티브 조명 및 프로젝션 아트가 중심이 됩니다. 조명은 단순한 감상을 넘어, 사람들이 직접 빛과 상호작용하며 새로운 형태의 예술을 창조하고 서로 소통하는 활기찬 에너지로 가득 찬 공간을 연출합니다.",ground-level
페인터즈,빛의 붓질,"무대 조명이 단순한 비춤을 넘어, 마치 빛으로 그림을 그리는 붓질처럼 공간을 가로지르며 색채를 입힙니다. 움직이는 빛의 궤적과 잔상이 길게 남아 역동적인 무용을 시각적으로 ""그려내는"" 효과를 강조합니다.",indoor
페인터즈,도시의 캔버스,"화려한 도시 야경이 단순히 정적인 배경이 아니라, 무용수들의 움직임과 조명에 반응하여 색상과 패턴이 변화하는 거대한 캔버스처럼 기능합니다. 빌딩의 네온 사인과 창문 불빛마저 리듬에 맞춰 깜빡이거나 물결치듯 변동하며, 도시 전체가 살아있는 공연의 일부가 됩니다.",aerial
페인터즈,그림자 조각,"강렬한 역광과 측광을 통해 무용수들의 실루엣을 극대화하여 빛과 그림자로 조각된 듯한 형상을 연출합니다. 신체의 움직임과 라인이 추상적인 아름다움으로 승화되며, 때로는 실루엣 내부에 미묘한 색상 그라데이션이 스며들어 입체적이면서도 몽환적인 분위기를 자아냅니다.",ground-level
펫가족여행박람회,**펫 중심의 포근한 유대감**,"반려동물과 가족이 함께 휴식을 취하거나 부드럽게 교감하는 순간들을 부각합니다. 따뜻한 전구색(Warm White) 조명과 낮은 밝기의 스포트라이트가 아늑하고 친밀한 분위기를 연출하며, 펫 친화적인 소품들이 곳곳에 배치되어 포근함을 더합니다.",ground-level
펫가족여행박람회,**활기찬 테마 박람회**,"다양한 펫 용품 및 서비스 부스, 반려동물 체험존 등이 활발하게 운영되는 박람회 현장을 강조합니다. 다채로운 색상의 조명과 간접 조명이 교차하며 역동적인 에너지를 표현하고, 사람들이 부스를 오가며 즐겁게 참여하는 모습을 담아 축제의 활기찬 분위기를 극대화합니다.",indoor
펫가족여행박람회,**환상적인 가족 여행 테마**,"펫과 함께 떠나는 가족 여행의 꿈과 설렘을 시각화합니다. 세계 각국의 랜드마크를 재해석한 조형물이나 미디어 아트가 배치되고, 별이 빛나는 듯한 특수 조명이나 신비로운 색상의 조명이 환상적이고 모험적인 분위기를 조성하여 여행의 상상력을 자극합니다.",ground-level
펫츠런,반짝이는 발자국과 펫 라이트 쇼,"걷거나 달리는 사람들과 펫들의 움직임에 따라 바닥에 빛나는 발자국이 순간적으로 나타나고 사라집니다. 펫들은 다채로운 LED 조명 액세서리(목줄, 하네스, 의상 등)를 착용하여 그 자체로 빛나는 오브제가 되어, 밤길을 더욱 화려하고 활기차게 만듭니다. 길 전체가 역동적인 빛의 물결로 출렁이며 활기찬 분위기를 극대화합니다.",ground-level
펫츠런,도시 야경 속 실루엣 러닝,"강변/해변길을 따라 멀리 보이는 도시의 화려한 스카이라인과 불빛이 주된 배경을 이룹니다. 달리는 사람들과 펫들의 실루엣이 이 빛나는 배경과 어우러져 몽환적이고 감성적인 분위기를 연출하며, 길 자체의 은은하고 부드러운 조명은 그들의 움직임을 조용히 감싸 안아 희망차지만 차분한 역동성을 표현합니다.",ground-level
펫츠런,"별빛 무대, 펫과의 교감","밤하늘의 별빛이 쏟아지는 듯한 효과를 길 위에 연출하고, 특정 구간에는 펫과 주인이 함께 즐길 수 있는 인터랙티브 조명 존을 배치합니다. 펫의 움직임이나 소리에 반응하는 조명, 바닥에 투사되는 별자리 이미지 등으로 특별한 추억을 선사하며, 활기차면서도 따뜻한 교감의 분위기를 강조합니다.",ground-level
평창송어축제,아늑한 겨울밤의 정취,"따뜻한 주황색과 노란색 조명(랜턴, 스트링 라이트)이 주를 이루며, 가족과 친구들이 모닥불 주변에 옹기종기 모여 앉아 서로의 온기를 나누는 장면을 강조합니다. 눈 덮인 산림은 부드러운 실루엣으로 배경을 형성하고, 전체적으로 포근하고 평화로운 분위기를 부각시킵니다.",ground-level
평창송어축제,활기찬 축제의 열기,"얼음 위를 가득 메운 다채로운 색상의 조명과 역동적인 인파를 중심으로, 축제 부스, 이벤트 공간 등 다양한 활동이 활발하게 펼쳐지는 모습을 담아냅니다. 조명은 더욱 풍부하고 밝게 표현되어 축제의 활기찬 분위기를 극대화하며, 배경의 설경은 축제의 빛으로 물들어 더욱 화려하게 연출됩니다.",aerial
평창송어축제,설경 속 몽환적인 밤,"주변의 눈 덮인 산림과 얼어붙은 강이 만들어내는 자연의 웅장함에 초점을 맞춥니다. 조명은 따뜻한 색감을 유지하되, 빛 번짐이나 안개 효과를 더해 신비롭고 몽환적인 분위기를 연출합니다. 사람들은 낚시에 집중하거나 고요하게 풍경을 감상하는 모습으로, 축제의 활기보다는 겨울밤의 고요함과 자연의 아름다움을 부각시킵니다.",aerial
평창효석문화제,고즈넉한 골목길 서재,"번화한 도심 속 한적한 골목길에 자리 잡은 비밀스러운 야외 서재. 낡은 벽돌 건물과 덩굴 식물들이 어우러진 배경 아래, 오래된 가로등과 전구 불빛이 은은하게 드리워져 시간의 깊이를 더하는 아늑하고 고풍스러운 분위기 강조.",ground-level
평창효석문화제,현대적 광장의 지식 허브,"유리와 철제로 이루어진 현대 건축물 사이, 넓고 개방적인 도시 광장에 조성된 북마켓. 간접 조명과 미니멀한 디자인의 전구들이 세련되고 모던한 분위기를 연출하며, 도시의 역동성과 지적인 에너지가 공존하는 활기찬 야경.",ground-level
평창효석문화제,달빛 아래 영감의 밤,밤하늘의 짙푸른 달빛이 따뜻한 주황빛 조명과 조화롭게 어우러져 더욱 몽환적이고 신비로운 분위기를 연출. 책들 사이로 반짝이는 별똥별이나 은하수 조명을 더하여 지적 호기심을 자극하고 상상력을 넓히는 환상적인 야경.,ground-level
평택 원평나루 억새축제,화려한 색채의 꽃길,"밤하늘 아래, 꽃길을 따라 설치된 다채로운 LED 조명이 꽃잎의 선명한 색감을 극대화합니다. 생동감 넘치는 빛의 향연이 축제의 활기찬 에너지를 강조하며, 역동적이고 화려한 장면을 연출합니다.",ground-level
평택 원평나루 억새축제,몽환적인 달빛 산책,달빛과 은은한 간접 조명이 조화롭게 어우러져 전체적으로 부드럽고 몽환적인 분위기를 만듭니다. 꽃향기를 따라 거니는 사람들의 실루엣이 더욱 강조되어 로맨틱하고 서정적인 야경을 표현합니다.,ground-level
평택 원평나루 억새축제,빛과 그림자의 조화,주 조명과 더불어 보조 조명 및 그림자 효과를 적극 활용하여 꽃과 주변 자연물의 입체감을 섬세하게 표현합니다. 빛이 만들어내는 깊이 있는 그림자를 통해 신비롭고 몰입감 있는 시각적 경험을 제공합니다.,ground-level
평택거리문화축제,**정감 있는 전통 시장의 밤**,"전통 시장 골목을 배경으로, 주황색과 노란색 계열의 따뜻한 간판 조명과 붉은색 천막들이 어우러져 정감 있고 아늑한 분위기를 강조합니다. 길거리를 오가는 사람들은 한복이나 캐주얼한 복장으로, 시장의 활기찬 에너지와 함께 한국적인 미감을 부각시킵니다. 전반적으로 부드러운 빛과 그림자로 향수를 불러일으키는 야경을 연출합니다.",ground-level
평택거리문화축제,**도심의 생동감 넘치는 네온 스트리트**,"현대적인 도심 상점가를 배경으로, 다채로운 색상의 네온사인과 LED 간판이 밤거리를 화려하게 수놓습니다. 감각적인 그래피티나 미디어 아트 요소가 상점 벽면에 더해져 트렌디하고 젊은 에너지를 발산합니다. 역동적인 조명과 대비되는 그림자가 도시의 활기찬 리듬을 표현하며, 다양한 국적의 젊은이들이 북적이는 모습이 특징입니다.",ground-level
평택거리문화축제,"**평택의 퓨전 거리, 과거와 현재의 공존**","전통적인 건축 양식과 현대적인 상점들이 조화롭게 어우러진 거리를 배경으로 합니다. 따뜻한 간판 조명과 세련된 네온사인이 공존하며, 옛 정취와 현대적인 편리함이 결합된 독특한 분위기를 연출합니다. 다양한 연령대의 사람들이 쇼핑과 문화 활동을 즐기는 모습이 강조되며, 은은한 조명과 강렬한 색감이 함께 어우러져 평택거리문화축제만의 다채로운 매력을 표현합니다.",ground-level
평택호 물빛축제,천상 불꽃 드론 오케스트라,"밤하늘을 가득 채우는 불꽃과 드론 쇼에 집중하며, 오색찬란한 빛의 향연이 가장 웅장하고 역동적으로 펼쳐지는 순간을 강조합니다. 호수에 비친 빛의 잔상이 하늘의 장관을 더욱 돋보이게 하여 환상적인 스카이 쇼를 연출합니다.",aerial
평택호 물빛축제,수면 위 빛의 향연,"평택호 수면에 비친 불꽃과 드론 쇼, 도시의 조명이 만들어내는 환상적인 반영을 중심으로 렌더링합니다. 물결 따라 일렁이는 빛의 움직임과 강변의 다채로운 조명이 어우러져 더욱 몽환적이고 평화로운 분위기를 연출하며, 물빛의 아름다움을 극대화합니다.",aerial
평택호 물빛축제,활기찬 인파 속 축제의 밤,"축제를 즐기는 활기찬 인파의 모습과 그들이 만들어내는 역동적인 에너지를 중심으로 묘사합니다. 축제의 환희가 느껴지는 생생한 표정들과, 인파 사이로 보이는 불꽃과 빛 쇼가 어우러져 따뜻하고 풍요로운 커뮤니티의 축제 분위기를 강조합니다.",ground-level
포천 산정호수 명성산 억새꽃축제,로맨틱한 빛의 물결,"밤하늘 아래 은은하고 따뜻한 빛이 꽃길을 부드럽게 감싸 안아 로맨틱하고 서정적인 분위기를 극대화합니다. 과장되지 않은 자연스러운 조명으로 꽃들의 실루엣이 더욱 아름답게 드러나며, 차분하고 몽환적인 감성을 전달합니다.",ground-level
포천 산정호수 명성산 억새꽃축제,다채로운 환상의 정원,"다채로운 LED 불빛이 꽃잎 하나하나를 선명하게 물들이며, 역동적이고 생동감 넘치는 색채의 향연을 연출합니다. 강렬하고 화려한 빛의 대비를 통해 환상적이고 비현실적인 공간감을 강조하며, 방문객들에게 시각적인 즐거움을 선사합니다.",ground-level
포천 산정호수 명성산 억새꽃축제,몽환적인 실루엣의 산책,"빛과 꽃이 어우러진 공간 속에서 사람들의 실루엣이 핵심적인 요소로 부각됩니다. 부드러운 역광 조명 아래 거니는 사람들의 모습은 미스터리하고 몽환적인 분위기를 더하며, 꽃길을 걷는 경험 자체가 예술 작품처럼 느껴지도록 연출합니다.",ground-level
포천 한탄강 가든페스타,환상적인 빛의 정원,"화려하고 다채로운 LED 조명과 프로젝션 매핑이 꽃길을 따라 펼쳐지며, 꽃잎 위에 춤추는 빛의 패턴과 색상 변화를 극대화합니다. 꽃들이 살아있는 캔버스처럼 빛으로 물들어 환상적이고 역동적인 야경을 연출합니다.",ground-level
포천 한탄강 가든페스타,별빛 낭만 산책로,"은은하고 따뜻한 색감의 조명이 꽃길을 부드럽게 감싸고, 꽃밭 곳곳에 반짝이는 별빛 같은 소형 조명들이 낭만적인 분위기를 더합니다. 연인이나 가족 단위 방문객들이 조용히 거니는 모습이 강조되며, 아늑하고 평화로운 로맨틱 야경을 표현합니다.",ground-level
포천 한탄강 가든페스타,강변의 꽃빛 물결,"한탄강변을 따라 조성된 꽃길을 중심으로, 수면에 반사되는 꽃과 조명의 아름다운 반영이 특징입니다. 강변을 따라 흐르는 은은한 물안개나 미스트 효과가 더해져 몽환적인 분위기를 극대화하며, 빛과 자연이 어우러진 신비로운 야경을 연출합니다.",aerial
포천 한탄강 세계드론제전,드론 라이트 쇼,밤하늘을 수놓는 수많은 드론들이 정교한 군집 비행으로 특정 형상이나 메시지를 만들어내는 화려한 라이트 쇼를 중심으로 연출합니다. 관람객들이 하늘을 올려다보며 경이로워하는 모습이 강조됩니다.,aerial
포천 한탄강 세계드론제전,인터랙티브 체험 존,"아이들과 가족들이 드론 조종, VR/AR 체험, 로봇 조립 등 첨단 기술 체험 부스에서 직접 참여하고 즐기는 모습을 클로즈업하여 보여줍니다. 밝은 부스 조명과 참여자들의 호기심 가득한 표정이 핵심입니다.",ground-level
포천 한탄강 세계드론제전,미래 도시의 밤,"한탄강변의 현대적인 도시 건물들을 배경으로, 푸른색과 보라색의 레이저와 대규모 프로젝션 맵핑이 어우러져 축제 전체의 웅장하고 미래적인 야경을 광각으로 담아냅니다.",aerial
포천백운계곡 동장군축제,마법 같은 LED 빛의 향연,"다채로운 LED 조명이 눈 조각상과 얼음 터널을 환상적으로 수놓아, 생동감 넘치고 미래적인 겨울 왕국의 마법 같은 분위기를 극대화합니다. 전체적으로 밝고 강렬한 색채 대비가 돋보이며, 빛의 움직임이 역동적으로 표현됩니다.",ground-level
포천백운계곡 동장군축제,따뜻한 백열등 아래 포근한 겨울밤,"따뜻한 백열등 조명이 눈과 얼음에 은은하게 스며들어 아늑하고 포근한 분위기를 연출합니다. 두툼한 외투를 입은 가족과 연인들이 함께 거니는 모습이 강조되며, 부드럽고 온화한 색감으로 겨울밤의 정겹고 행복한 추억을 담아냅니다.",ground-level
포천백운계곡 동장군축제,설원 속 장엄한 야경 파노라마,"눈 덮인 숲과 얼어붙은 강변을 아우르는 광활한 배경 속에서 거대한 눈 조각상과 얼음 터널이 웅장하게 빛나는 전경을 담아냅니다. 조명은 전체적인 장엄함을 부각시키며, 축제의 규모와 자연의 아름다움이 조화롭게 어우러진 시원한 파노라마 뷰를 제공합니다.",aerial
포천시 어린이날 축제,동화 같은 불빛의 밤,"어린이들의 눈높이에 맞춘 아기자기하고 반짝이는 장식 조명들이 돋보이는 장면. 풍선, 캐노피, 작은 별 조명 등이 주를 이루며, 아이들이 조명 아래에서 뛰놀거나 부모님과 함께 동화 속 한 장면처럼 즐거워하는 모습이 강조됩니다. 조명은 부드러운 파스텔 톤과 따뜻한 노란색 계열이 조화롭습니다.",ground-level
포천시 어린이날 축제,온정 가득한 공동체의 불꽃,"중앙 광장을 중심으로 다양한 연령대의 사람들이 옹기종기 모여 앉거나 서서 담소를 나누는 모습이 강조됩니다. 테이블 조명, 전통 랜턴, 그리고 주변 건물에서 은은하게 새어 나오는 불빛이 어우러져 더욱 포근하고 안정감 있는 분위기를 연출합니다. 다채로운 조명보다는 은은하고 따뜻한 주황색, 노란색 계열의 조명이 주를 이루어 지역 공동체의 유대감을 부각합니다.",ground-level
포천시 어린이날 축제,활력 넘치는 축제의 불빛,"다채로운 색상의 프로젝션 맵핑, 움직이는 조명(moving head lights), 그리고 무대 또는 퍼포먼스 구역의 스포트라이트가 활기찬 분위기를 조성합니다. 음악과 함께 빛이 역동적으로 움직이는 듯한 다이내믹한 연출이 강조되며, 다양한 축제 부스와 참여자들이 에너지를 발산하며 즐거워하는 모습이 부각됩니다. 조명은 시선을 사로잡는 강렬하고 선명한 색상들이 주를 이룹니다.",ground-level
포천시 청년축제,포근한 유대감의 밤,"따뜻한 노란색과 주황색 계열의 앰비언트 라이트가 도시 공원 전체를 부드럽게 감싼다. 장식적인 스트링 라이트와 소박한 랜턴 조명이 어우러져 아늑하고 친밀한 분위기를 연출한다. 주로 작은 그룹의 사람들이 모여 대화하고 웃는 모습, 가족 단위의 방문객들이 편안하게 휴식하는 장면 등을 포착하여, 공동체의 따뜻한 유대감을 강조한다. 빛과 그림자의 부드러운 대비로 포근하고 안정적인 야경을 그린다.",ground-level
포천시 청년축제,활기찬 청춘의 에너지,"다채로운 색상(선명한 파랑, 마젠타, 에메랄드 그린 등)의 조명이 역동적으로 사용되며, 특히 메인 무대나 체험 존에 집중된 강렬한 스포트라이트와 빔 라이트가 특징이다. 청년들이 주도하는 공연이나 참여형 액티비티에 초점을 맞춰, 활기찬 움직임과 열정적인 참여를 강조한다. 강렬한 빛의 대비와 움직이는 조명 효과로 축제의 젊고 역동적인 에너지를 극대화한 장면을 연출한다.",ground-level
포천시 청년축제,다채로운 빛의 하모니,"도시 공원이나 광장의 넓은 공간을 배경으로, 다양한 색상의 LED 조명과 투광 조명이 조화롭게 어우러진다. 푸드트럭, 플리마켓 부스, 휴게 공간 등 각 구역마다 개성 있는 조명이 밝게 빛나며, 공원 전체가 하나의 거대한 축제 지도처럼 반짝인다. 다양한 연령대의 사람들이 자유롭게 오가며 여러 활동을 즐기는 모습을 넓은 시야로 담아내어, 지역 공동체의 활기찬 축제 분위기와 다채로운 볼거리를 한눈에 보여준다.",aerial
포천펫스타,은하수 트레킹의 밤,깊은 산속 트레킹 코스 위로 쏟아지는 듯한 은하수가 선명하게 빛나고 달빛이 트레킹 코스를 부드럽게 감싸는 풍경. 인공적인 등불과 헤드램프 불빛은 최소화되어 자연의 고요함과 광활한 우주의 신비로움이 극대화된 장면. 고요한 푸른빛과 보랏빛이 주를 이루며 평화롭고 신비로운 분위기를 연출합니다.,aerial
포천펫스타,등불 따라 걷는 길,"어두운 산길을 따라 줄지어 놓인 등불과 참가자들의 헤드램프 불빛이 따뜻하게 빛나는 장면을 강조합니다. 빛이 인도하는 길을 따라 소수의 사람들이 조용히 걷는 모습에 초점을 맞추며, 어둠 속에서 불빛이 선사하는 안도감과 동행의 느낌이 강조됩니다. 황금빛과 주황빛이 주된 색상을 이루며 따뜻하고 아늑한 분위기를 연출합니다.",ground-level
포천펫스타,안개 낀 달빛의 숲길,"옅은 안개 또는 몽환적인 박무가 깊은 산속 숲길을 감싸 안아 더욱 신비롭고 고요한 분위기를 연출합니다. 달빛과 별빛이 안개를 투과하며 은은하게 번지고, 빛이 퍼지며 생기는 할로(halo) 효과가 인상적인 장면입니다. 푸른색, 녹색 계열에 부드러운 빛의 번짐이 더해져 몽환적이고 신비로운 야경을 표현합니다.",ground-level
포켓몬 원더 아일랜드 in JEJU,**네온 스펙트럼 오버로드**,"도시 전체가 숨 쉴 틈 없이 번쩍이는 네온사인과 홀로그램 조명으로 뒤덮여, 모든 것이 선명하고 강렬한 색채로 빛나는 극도의 사이버펑크 판타지 야경. 애니메이션 캐릭터 조형물들은 더욱 거대하고 역동적으로 연출되어 압도적인 시각적 경험을 제공하며, 인파는 에너지가 넘쳐흘러 축제의 열기가 최고조에 달한다.",aerial
포켓몬 원더 아일랜드 in JEJU,**환상적인 꿈결 글로우**,"은은하고 부드러운 파스텔 톤의 조명과 몽환적인 안개가 자욱한 밤 풍경. 네온사인과 캐릭터 조형물들은 빛을 내뿜기보다는 주변을 따스하게 물들이며, 인파 속에서 포켓몬 캐릭터들이 더욱 친근하고 환상적인 모습으로 어우러져 동화 같은 분위기를 연출한다. 전체적으로 차분하면서도 마법 같은 꿈결 속 장면을 강조한다.",ground-level
포켓몬 원더 아일랜드 in JEJU,**하늘을 나는 원더 아일랜드**,"제주의 밤하늘 아래, 미래지향적인 건물들이 공중에 떠 있는 듯한 착시 효과를 주며 환상적인 축제 섬을 구현한다. 아래로는 반짝이는 물길이 흐르고, 위로는 포켓몬 캐릭터들이 빛나는 스카이라인과 어우러져 마치 다른 차원의 세계에 온 듯한 경이로움을 선사한다. 축제의 공간 자체가 새로운 차원의 '섬'처럼 보이도록 연출한다.",aerial
포항 장기유배문화제,고뇌와 성찰의 밤,"기존의 따뜻한 조명은 유지하되, 주요 인물 조형물 주변에 그림자를 드리우는 깊이 있는 조명을 추가하여 인물의 고뇌와 역사적 무게감을 더욱 부각시킨다. 방문객의 움직임은 최소화되고, 옅은 안개가 공간을 감싸 과거의 흔적을 묵상하는 듯한 차분하고 숙연한 분위기를 연출한다.",ground-level
포항 장기유배문화제,이야기가 흐르는 등불 아래,"따뜻한 전통 등불이 길을 밝히는 가운데, 특정 공간에서는 작은 이야기꾼들이 역사적 일화를 들려주고 그 주변에 시민들이 모여 경청하는 모습이 강조된다. 조명은 이야기꾼과 청중에게 집중되며, 역사적 인물 조형물은 배경으로 존재감을 드러내 더욱 생동감 있고 교육적인 축제 분위기를 조성한다.",ground-level
포항 장기유배문화제,달빛 드리운 유배의 길,"밤하늘에 선명하게 떠오른 보름달이 전통 건축물과 길에 은은한 푸른빛을 드리우고, 등불의 주황색과 대비되어 더욱 신비롭고 서정적인 분위기를 연출한다. 인물 조형물은 달빛과 등불 조명이 교차하며 입체적인 실루엣을 강조하고, 방문객들은 고즈넉한 달빛 아래를 거닐며 사색에 잠긴다.",ground-level
포항 해병대 문화축제,"해병의 혼, 포근한 공동체의 밤","도시 공원의 밤 풍경에 따뜻하고 다채로운 조명과 함께, 해병대를 상징하는 붉은색, 푸른색, 황토색 계열의 색상이 조명 및 장식에 은은하게 스며들어 있습니다. 가족 단위의 방문객들이 해병대 마스코트와 사진을 찍거나, 작은 부스에서 기념품을 구경하는 모습이 보입니다. 해병대의 굳건함과 지역 공동체의 포근함이 조화를 이루는, 유대감을 강조하는 분위기입니다.",ground-level
포항 해병대 문화축제,"역동적 문화의 빛, 포항의 밤","축제 중앙 무대가 화려한 조명으로 밝게 빛나며, 해병대 군악대의 역동적인 공연이나 전통 무술 시범, 또는 해병대 관련 퍼레이드가 펼쳐지는 장면이 강조됩니다. 관객들은 환호하고 박수를 보내며, 레이저 쇼나 특수 효과 조명이 축제의 활기찬 에너지를 극대화합니다. 포항 바다의 시원함과 해병대의 웅장함이 어우러진, 역동적이고 축제적인 분위기를 연출합니다.",ground-level
포항 해병대 문화축제,"추억을 담은 별빛, 해병의 이야기","일반적인 축제의 활기보다는 좀 더 차분하고 포근한 분위기를 연출합니다. 따뜻한 전구색 조명(warm white light)과 작은 모닥불 또는 캔들 라이트가 공원 곳곳에 놓여 있고, 사람들이 작은 그룹으로 모여 해병대의 역사나 개인적인 경험을 이야기하는 모습이 강조됩니다. 해병대 참전 용사들의 사진이나 관련 자료 전시, 또는 작은 규모의 어쿠스틱 공연이 더해져 공동체의 유대감과 존경심을 조용히 나누는 감성적인 야경을 그립니다.",ground-level
포항구룡포 과메기 축제,활기 넘치는 미식의 장,"상점과 포장마차가 더욱 강조되어, 김이 모락모락 나는 해산물 요리와 과메기 특선 메뉴가 밝고 따뜻한 조명 아래 생생하게 부각됩니다. 인파는 음식 시식과 구매에 열중하며, 활기찬 상인들의 모습과 북적이는 소리가 시각적으로 전달되는, 역동적인 축제의 모습을 그립니다.",ground-level
포항구룡포 과메기 축제,밤바다와 어우러진 평화로운 정경,"축제 장소는 좀 더 넓은 시야로 펼쳐져, 깊고 푸른 밤바다와 멀리서 은은하게 빛나는 어선들의 불빛이 중심이 됩니다. 해안가를 따라 늘어선 축제 부스들은 따뜻한 조명으로 은은하게 빛나지만, 전체적인 분위기는 밤바다의 고요함과 축제의 활기가 조화롭게 어우러진, 감성적이고 평화로운 정취를 강조합니다.",aerial
포항구룡포 과메기 축제,"과메기 특선, 겨울밤의 낭만","특정 과메기 포장마차나 식당에 초점을 맞춰, 갓 손질된 과메기와 곁들임 채소, 소주 한 잔이 놓인 테이블을 중심으로 묘사합니다. 따뜻한 주황색 조명이 인물들의 얼굴과 음식에 집중되어, 맛있는 음식으로 정을 나누는 아늑하고 낭만적인 분위기를 연출합니다. 배경으로는 차분하고 정겨운 불빛들이 은은하게 빛나며, 한겨울 축제의 따스함을 부각합니다.",ground-level
